Timestamp,Total Score,Area,Distance Preferred,Parking Options,Cost Per Hour,Type of Parking,Type of Area,CCTV Security,Water Service,Other Feedback
2024/08/18 05:39:10 AM GMT+5:30,1.54 / 0,874 sq feet,City Center,Street parking,20 rs,Angle parking,Closed area,No,No,
2024/05/23 06:53:44 PM GMT+5:30,5.45 / 0,742 sq feet,Harohalli,Street parking,82 rs,Perpendicular parking,Open area,No,No,Good feedback
2024/03/12 07:48:43 AM GMT+5:30,1.64 / 0,730 sq feet,City Center,Commercial area,19 rs,Perpendicular parking,Closed area,No,No,Good feedback
2024/04/04 05:52:12 PM GMT+5:30,2.31 / 0,318 sq feet,Harohalli,Residential area,45 rs,Perpendicular parking,Closed area,No,Yes,Good feedback
2024/04/21 08:40:37 AM GMT+5:30,5.83 / 0,916 sq feet,Suburban Area,Street parking,73 rs,Angle parking,Closed area,Yes,Yes,Good feedback
2024/04/26 04:05:23 PM GMT+5:30,1.13 / 0,692 sq feet,Kanakpura,Street parking,10 rs,Perpendicular parking,Closed area,Yes,Yes,Good feedback
2024/04/04 09:59:58 AM GMT+5:30,4.50 / 0,329 sq feet,Kanakpura,Street parking,65 rs,Parallel parking,Closed area,Yes,Yes,Good feedback
2024/06/27 11:27:51 PM GMT+5:30,5.45 / 0,884 sq feet,City Center,Street parking,62 rs,Angle parking,Closed area,No,No,Good feedback
2024/07/04 09:21:24 AM GMT+5:30,2.00 / 0,880 sq feet,City Center,Street parking,44 rs,Perpendicular parking,Open area,Yes,Yes,Good one
2024/03/20 11:58:51 PM GMT+5:30,1.04 / 0,941 sq feet,Kanakpura,Commercial area,40 rs,Perpendicular parking,Closed area,No,Yes,
2024/02/16 04:09:40 PM GMT+5:30,2.17 / 0,879 sq feet,Suburban Area,Commercial area,92 rs,Perpendicular parking,Closed area,Yes,No,Cost should be relevant
2024/08/05 12:33:36 AM GMT+5:30,1.11 / 0,88 sq feet,Suburban Area,Residential area,34 rs,Perpendicular parking,Closed area,Yes,No,Cost should be relevant
2024/02/04 04:01:11 PM GMT+5:30,3.72 / 0,860 sq feet,Kanakpura,Residential area,92 rs,Angle parking,Open area,No,Yes,
2024/04/19 10:21:34 PM GMT+5:30,8.48 / 0,617 sq feet,Kanakpura,Residential area,47 rs,Perpendicular parking,Open area,No,No,Cost should be relevant
2024/07/10 10:13:52 AM GMT+5:30,7.91 / 0,480 sq feet,Kanakpura,Commercial area,27 rs,Perpendicular parking,Open area,Yes,Yes,Cost should be relevant
2024/06/18 10:39:55 AM GMT+5:30,1.51 / 0,400 sq feet,Kanakpura,Commercial area,60 rs,Parallel parking,Closed area,No,Yes,Good one
2024/04/03 10:47:15 PM GMT+5:30,7.56 / 0,360 sq feet,Kanakpura,Commercial area,38 rs,Parallel parking,Closed area,No,No,
2024/02/24 06:58:45 PM GMT+5:30,8.00 / 0,995 sq feet,Kanakpura,Residential area,54 rs,Angle parking,Open area,Yes,Yes,Cost should be relevant
2024/09/16 12:05:04 PM GMT+5:30,2.81 / 0,752 sq feet,Harohalli,Commercial area,22 rs,Parallel parking,Closed area,No,Yes,Good one
2024/07/09 02:02:30 AM GMT+5:30,2.59 / 0,698 sq feet,Suburban Area,Street parking,39 rs,Parallel parking,Open area,Yes,No,Good feedback
2024/04/05 04:52:20 AM GMT+5:30,9.66 / 0,222 sq feet,Harohalli,Street parking,80 rs,Angle parking,Closed area,Yes,No,
2024/06/05 01:49:40 AM GMT+5:30,7.08 / 0,608 sq feet,City Center,Street parking,21 rs,Parallel parking,Closed area,No,Yes,Good one
2024/01/04 05:42:53 AM GMT+5:30,5.24 / 0,499 sq feet,Harohalli,Street parking,34 rs,Perpendicular parking,Closed area,No,No,Good one
2024/02/11 12:32:22 PM GMT+5:30,8.24 / 0,742 sq feet,Harohalli,Residential area,49 rs,Perpendicular parking,Open area,No,No,Good one
2024/09/16 12:55:48 AM GMT+5:30,1.70 / 0,29 sq feet,Kanakpura,Street parking,35 rs,Perpendicular parking,Closed area,No,Yes,Cost should be relevant
2024/04/27 12:37:38 PM GMT+5:30,3.58 / 0,344 sq feet,City Center,Commercial area,15 rs,Parallel parking,Closed area,No,No,Good one
2024/09/04 04:59:59 PM GMT+5:30,8.95 / 0,974 sq feet,City Center,Street parking,44 rs,Parallel parking,Open area,No,Yes,Good feedback
2024/05/03 09:48:22 AM GMT+5:30,0.96 / 0,126 sq feet,City Center,Commercial area,65 rs,Angle parking,Closed area,Yes,Yes,
2024/07/08 12:43:32 AM GMT+5:30,3.42 / 0,346 sq feet,Kanakpura,Residential area,86 rs,Angle parking,Open area,Yes,No,
2024/02/07 12:37:22 PM GMT+5:30,4.71 / 0,113 sq feet,Suburban Area,Street parking,83 rs,Angle parking,Closed area,No,Yes,Cost should be relevant
2024/07/14 04:34:20 PM GMT+5:30,9.83 / 0,26 sq feet,City Center,Street parking,84 rs,Parallel parking,Closed area,Yes,No,Good feedback
2024/09/15 04:42:26 PM GMT+5:30,5.03 / 0,985 sq feet,Harohalli,Street parking,33 rs,Perpendicular parking,Closed area,Yes,No,Cost should be relevant
2024/08/03 02:32:14 PM GMT+5:30,3.90 / 0,687 sq feet,City Center,Street parking,77 rs,Parallel parking,Open area,Yes,No,
2024/06/10 05:23:31 PM GMT+5:30,0.59 / 0,677 sq feet,City Center,Commercial area,58 rs,Angle parking,Closed area,Yes,No,
2024/06/14 08:35:55 AM GMT+5:30,9.70 / 0,737 sq feet,Kanakpura,Residential area,49 rs,Angle parking,Open area,No,Yes,Cost should be relevant
2024/08/03 02:37:25 PM GMT+5:30,0.99 / 0,209 sq feet,Suburban Area,Residential area,17 rs,Angle parking,Closed area,No,Yes,Good feedback
2024/04/25 05:39:01 AM GMT+5:30,9.96 / 0,166 sq feet,Suburban Area,Residential area,70 rs,Perpendicular parking,Closed area,Yes,No,Good one
2024/07/03 12:59:54 PM GMT+5:30,7.09 / 0,396 sq feet,City Center,Residential area,14 rs,Angle parking,Open area,No,Yes,Cost should be relevant
2024/09/14 01:44:42 PM GMT+5:30,3.33 / 0,272 sq feet,City Center,Street parking,22 rs,Parallel parking,Closed area,Yes,Yes,Good feedback
2024/05/08 12:21:37 AM GMT+5:30,7.95 / 0,783 sq feet,Harohalli,Commercial area,21 rs,Parallel parking,Closed area,Yes,Yes,Good feedback
2024/04/02 09:42:22 AM GMT+5:30,9.87 / 0,310 sq feet,Kanakpura,Street parking,92 rs,Perpendicular parking,Closed area,No,Yes,Good one
2024/08/17 07:29:25 AM GMT+5:30,0.69 / 0,642 sq feet,Kanakpura,Residential area,62 rs,Perpendicular parking,Closed area,Yes,No,Good feedback
2024/03/31 09:22:18 PM GMT+5:30,3.30 / 0,342 sq feet,Kanakpura,Street parking,27 rs,Angle parking,Open area,No,No,Good one
2024/09/09 08:34:33 AM GMT+5:30,0.72 / 0,575 sq feet,Kanakpura,Commercial area,46 rs,Angle parking,Open area,Yes,Yes,Good one
2024/03/06 05:44:42 AM GMT+5:30,6.36 / 0,10 sq feet,Suburban Area,Commercial area,32 rs,Angle parking,Closed area,No,No,
2024/09/02 07:50:40 PM GMT+5:30,8.43 / 0,75 sq feet,Kanakpura,Street parking,43 rs,Perpendicular parking,Closed area,No,Yes,Good one
2024/08/22 12:49:32 PM GMT+5:30,3.41 / 0,650 sq feet,Suburban Area,Commercial area,32 rs,Angle parking,Closed area,No,Yes,Good feedback
2024/04/29 03:11:19 AM GMT+5:30,5.88 / 0,331 sq feet,Suburban Area,Street parking,39 rs,Parallel parking,Open area,No,No,Good feedback
2024/01/01 10:42:18 PM GMT+5:30,5.39 / 0,529 sq feet,Kanakpura,Residential area,78 rs,Parallel parking,Closed area,Yes,Yes,Good feedback
2024/05/21 10:37:35 PM GMT+5:30,8.62 / 0,58 sq feet,Harohalli,Commercial area,23 rs,Parallel parking,Open area,Yes,Yes,
2024/01/08 08:29:05 PM GMT+5:30,0.63 / 0,231 sq feet,Kanakpura,Commercial area,91 rs,Perpendicular parking,Open area,Yes,No,Good feedback
2024/01/16 10:31:49 AM GMT+5:30,0.15 / 0,265 sq feet,Harohalli,Residential area,69 rs,Parallel parking,Open area,No,Yes,Cost should be relevant
2024/04/17 08:34:15 PM GMT+5:30,4.46 / 0,68 sq feet,Harohalli,Residential area,87 rs,Angle parking,Open area,No,Yes,Cost should be relevant
2024/04/11 03:04:21 PM GMT+5:30,3.98 / 0,583 sq feet,City Center,Commercial area,11 rs,Angle parking,Closed area,Yes,Yes,Good feedback
2024/02/11 01:11:39 AM GMT+5:30,6.71 / 0,581 sq feet,City Center,Street parking,54 rs,Parallel parking,Closed area,Yes,Yes,
2024/08/31 05:49:26 PM GMT+5:30,5.92 / 0,391 sq feet,City Center,Residential area,91 rs,Parallel parking,Closed area,Yes,Yes,
2024/02/28 07:34:31 AM GMT+5:30,7.95 / 0,718 sq feet,Kanakpura,Street parking,92 rs,Parallel parking,Open area,Yes,No,
2024/05/24 03:05:06 AM GMT+5:30,8.07 / 0,67 sq feet,Kanakpura,Commercial area,22 rs,Perpendicular parking,Open area,Yes,No,Good one
2024/01/27 08:31:48 AM GMT+5:30,3.80 / 0,943 sq feet,City Center,Residential area,34 rs,Parallel parking,Open area,No,No,
2024/09/16 08:38:53 AM GMT+5:30,8.90 / 0,666 sq feet,Kanakpura,Residential area,39 rs,Perpendicular parking,Closed area,No,No,
2024/09/12 09:35:32 PM GMT+5:30,3.92 / 0,161 sq feet,Kanakpura,Commercial area,80 rs,Parallel parking,Open area,Yes,No,Cost should be relevant
2024/07/31 04:39:47 PM GMT+5:30,2.19 / 0,995 sq feet,Suburban Area,Street parking,84 rs,Perpendicular parking,Open area,No,No,Good one
2024/09/24 09:50:22 AM GMT+5:30,7.91 / 0,296 sq feet,Kanakpura,Residential area,75 rs,Angle parking,Closed area,Yes,No,Good feedback
2024/03/22 05:29:10 AM GMT+5:30,8.48 / 0,276 sq feet,Harohalli,Residential area,81 rs,Perpendicular parking,Closed area,No,No,
2024/09/13 01:16:23 AM GMT+5:30,5.40 / 0,966 sq feet,Kanakpura,Residential area,92 rs,Parallel parking,Closed area,No,Yes,
2024/08/07 03:31:17 AM GMT+5:30,3.63 / 0,627 sq feet,Harohalli,Residential area,10 rs,Parallel parking,Closed area,Yes,Yes,Good feedback
2024/08/11 06:02:05 PM GMT+5:30,3.52 / 0,381 sq feet,Harohalli,Commercial area,53 rs,Perpendicular parking,Closed area,Yes,No,
2024/09/07 06:42:38 AM GMT+5:30,6.29 / 0,219 sq feet,City Center,Street parking,99 rs,Perpendicular parking,Closed area,No,Yes,Good feedback
2024/08/05 03:39:52 AM GMT+5:30,6.39 / 0,833 sq feet,Harohalli,Residential area,36 rs,Perpendicular parking,Closed area,Yes,Yes,Good one
2024/06/09 08:48:59 AM GMT+5:30,8.28 / 0,26 sq feet,Harohalli,Street parking,13 rs,Angle parking,Closed area,Yes,No,Cost should be relevant
2024/09/03 01:32:12 AM GMT+5:30,2.35 / 0,331 sq feet,Suburban Area,Commercial area,53 rs,Angle parking,Open area,No,No,Cost should be relevant
2024/06/24 01:11:15 AM GMT+5:30,3.38 / 0,969 sq feet,Harohalli,Commercial area,82 rs,Perpendicular parking,Open area,Yes,Yes,Good one
2024/04/01 03:58:19 PM GMT+5:30,8.44 / 0,288 sq feet,City Center,Commercial area,21 rs,Perpendicular parking,Closed area,Yes,Yes,
2024/09/05 11:37:45 PM GMT+5:30,4.92 / 0,659 sq feet,Suburban Area,Street parking,51 rs,Angle parking,Closed area,Yes,No,
2024/03/26 02:12:56 PM GMT+5:30,3.39 / 0,280 sq feet,Kanakpura,Commercial area,75 rs,Angle parking,Open area,Yes,Yes,Good feedback
2024/06/05 06:10:38 AM GMT+5:30,4.11 / 0,671 sq feet,City Center,Commercial area,46 rs,Perpendicular parking,Closed area,No,No,Good one
2024/08/29 03:20:57 PM GMT+5:30,4.09 / 0,737 sq feet,Harohalli,Commercial area,45 rs,Perpendicular parking,Open area,Yes,No,Cost should be relevant
